,text
8624,"RT @schachin: In #NCFlooding &amp; need a shelter? 
Here is the official state list of open shelters. 
ADA compliance is listed along with if they allow pets. 

https://t.co/4ejrCTan9Q

#HurricaneFlorence #HurricaneFlorence2018 #SOS #NeedRescue #Shelters #NC #Florence #Lumberton #NewBern"
8625,"RT @_andrewcarter: Many of you have seen the photo. Now here’s the story of a man and the kitten who clung to him, awaiting rescue from the floodwaters of Hurricane Florence in New Bern. #HurricaneFlorence2018 https://t.co/X8SqSvsyOm"
8626,RT @merijoe5139: CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8627,"In #NCFlooding &amp; need a shelter? 
Here is the official state list of open shelters. 
ADA compliance is listed along with if they allow pets. 

https://t.co/4ejrCTan9Q

#HurricaneFlorence #HurricaneFlorence2018 #SOS #NeedRescue #Shelters #NC #Florence #Lumberton #NewBern"
8628,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8629,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8630,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8631,"RT @lipstickkillerz: #HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8632,"RT @lipstickkillerz: #HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8633,"RT @lipstickkillerz: #HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8634,RT @merijoe5139: CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8635,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8636,"RT @RonBaalke: How to Escape a Sinking Car 
#HurricanceFlorence #Hurricane #HurricaneFlorence2018 #Florence https://t.co/K0LdG9uKS0"
8637,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8638,"RT @lipstickkillerz: #HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8639,I need to stop getting on twitter so I can stop seeing the dogs almost drowning bc the dirtbags don’t bring their pets with during evacuation #HurricaneFlorence2018
8640,"RT @IN_Task_Force_1: This fella almost required his own boat last evening. He was happy to be high and dry courtesy of Indiana Task Force 1, New Hanover Fire and the North Carolina National Guard. 👍🐕 #HurricaneFlorence2018 #FEMA @nhcpffa @NewHanoverCo https://t.co/pPXwkFgrOB"
8641,"RT @schachin: Is your home flooding?
Stay safe. Follow these steps.

Do NOT go into the attic w/o roof access.
If you must exit the home, go to the ROOF w water/supplies.
Put a bright color cloth on the highest point, so rescuers see you.

#SOS #NeedRescue #HurricaneFlorence2018 #Florence https://t.co/qQzlKk7lAs"
8642,"RT @zeusFanHouse: #CNN’s #AndersonCooper has been #caught staging #Hurricane #Florence’s intensity, hrs after #WeatherChannel busted #faking similar stunt

https://t.co/ggM920Yx8T

#HurricaneFlorence2018 #HurricaneFlorence 
#Q #QAnon #QAnon2018
#NWS @NOAA
#FakeWeather #FakeNews #FakeNewsMedia https://t.co/6nzyPTghNI"
8643,RT @_youhadonejob1: Amazing graphics from the weather channel. Thoughts with everyone affected by hurricane Florence. #HurricaneFlorence2018 https://t.co/MUOcE7jLWh
8644,"#HurricaneFlorence #HurricaneFlorence2018 #TyphoonMangkhut have four legged victims too,please help if you can In #NYC 11 #cats will be killed today, some have medical issues,they'll get better. Some have behavioral issues,they'll adjust in time Visit them @NYCDEATHROWCATS #Adopt"
8645,"RT @Yveinreverse: this sucks that we are needing to do this but if anyone can help we would really appreciate it. 
https://t.co/hzbIY6G3fA
#newbernstrong #HurricaneFlorence2018"
8646,"Looking for shelter, food, water and other needs in #NC ?
Text FLORENCE to 898211 
OR Dial 211 to get information. 

If it is an emergency, make sure to dial 911! 

#HurricaneFlorence #HurricaneFlorence2018 #FlorenceNC #FlorencePets #NCFlooding https://t.co/dhFcdpXN2U"
8647,I pray for the ponies’ souls and all who chose not to attempt to rescue them because they felt they were not worthy #HurricaneFlorence2018 #zello #CajunNavyHurricaneFlorence
8648,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8649,RT @merijoe5139: CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8650,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8651,"RT @FMCCorp: In times like these, it's important to support our community partners @RedCross @RedCrossEastPA  #HurricaneFlorence2018 #Ready365 https://t.co/zew7oAttMx"
8652,RT @merijoe5139: CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8653,RT @_andrewcarter: A few behind the scenes images from working with @vizjourno today in Kinston. Grateful that so many have followed along and found some meaning in our work in the past several days. Thanks for reading/watching/following. #HurricaneFlorence2018 https://t.co/Xk9Qh8I1Rg
8654,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8655,"RT @rtehrani: #Drone Army Is Ready to Swoop in for #HurricaneFlorence Power Recovery https://t.co/YXUwru4bOJ

#HurricaneFlorence2018 #HurricaneFlorenceNC #hurricane https://t.co/fCogNErkaT"
8656,"RT @Catvibes1234: #HurricaneFlorence #thoughts #HurricaneFlorence2018 

Who washes their car in a hurricane? https://t.co/vWTTTQAXvG"
8657,"RT @_andrewcarter: Many of you have seen the photo. Now here’s the story of a man and the kitten who clung to him, awaiting rescue from the floodwaters of Hurricane Florence in New Bern. #HurricaneFlorence2018 https://t.co/X8SqSvsyOm"
8658,"this sucks that we are needing to do this but if anyone can help we would really appreciate it. 
https://t.co/hzbIY6G3fA
#newbernstrong #HurricaneFlorence2018"
8659,"RT @schachin: Say safe when your home is flooding. 
DO NOT GO INTO THE ATTIC w/o roof access. 
Take supplies w/ you to the roof if needed. 
Hang a bright color cloth so rescuers see you.
(Please share this graphic)

#SOS #HurricaneFlorence2018 #Florence #FlorenceNC #NCFlooding #NC #NeedRescue https://t.co/SnCmmhYhR7"
8660,"I’m truly grateful for retweets on this rainy weekend! I’m hoping to give my students good @DonorsChoose news when we finally return to school! Thank you @Iteech4alivn, @LeachL2ndGrade &amp; @Elizabe02116914! #lovemyteacherfriends #HurricaneFlorence2018"
8661,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8662,CNN and the weather channel team up to do some cracker jack hurricane reportin #HurricaneFlorence2018 @LANURSE1 @MarkDice https://t.co/rlPLha3MY8
8663,"RT @MasterMeterInc: PHOTOS: Hurricane Florence batters the Carolinas.
#HurricaneFlorence
#hurricaneFlorence2018 
#Carolinas

https://t.co/6v5dthKZNY via @ABC7"
8664,"RT @donod747: #HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8665,"RT @donod747: #HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8666,@Andy ty for not jackholing #HurricaneFlorence2018
8667,"RT @donod747: #HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8668,"RT @MikeTrimWPTV: ""LOOTERS WILL BE SHOT"" - A sign outside of a boarded up Myrtle Beach, South Carolina restaurant.
- Hurricane Florence is battering the Carolina's right now
 #HurricaneFlorence #HurricaneFlorence2018 #florence #MyrtleBeach #SouthCarolina #southcarolinastrong https://t.co/g4532gGwWv"
8669,"RT @schachin: Is your home flooding?
Stay safe. Follow these steps.

Do NOT go into the attic w/o roof access.
If you must exit the home, go to the ROOF w water/supplies.
Put a bright color cloth on the highest point, so rescuers see you.

#SOS #NeedRescue #HurricaneFlorence2018 #Florence https://t.co/qQzlKk7lAs"
8670,"PHOTOS: Hurricane Florence batters the Carolinas.
#HurricaneFlorence
#hurricaneFlorence2018 
#Carolinas

https://t.co/6v5dthKZNY via @ABC7"
8671,"RT @donod747: #HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8672,@CNN This makes #HurricaneFlorence2018 look small
8673,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8674,RT @PRforAnimals: Imagine this scene with dogs or cats. Pigs are no different than the pets we consider family. Friends not food. #HurricaneFlorence2018 #animalag #pork #animalabuse #baconhurts https://t.co/St3kDcXgI5
8675,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8676,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8677,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8678,"RT @AldoGiammusso: #CNN and their #FakeNews 🎥 🎤 

#FakeNewsCNN #FakeWeather #HurricaneFlorence #hurricane #HurricaneFlorence2018 https://t.co/6uizj4IH98"
8679,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8680,"Say safe when your home is flooding. 
DO NOT GO INTO THE ATTIC w/o roof access. 
Take supplies w/ you to the roof if needed. 
Hang a bright color cloth so rescuers see you.
(Please share this graphic)

#SOS #HurricaneFlorence2018 #Florence #FlorenceNC #NCFlooding #NC #NeedRescue https://t.co/SnCmmhYhR7"
8681,"#HurricaneFlorence is a catastrophe.  Lots of needs for #resources for those affected: medical, food, clean water, blankets,........  #HurricaneFlorence2018 #SaveLife #wastemanagement #Carolina https://t.co/YrcIqrjW6O"
8682,"DONATE TO HELP FOR THE HURRICANE FLORENCE LINK BELOW #Florence #HurricaneFlorence2018 

https://t.co/8yjyBRkyzp"
8683,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8684,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8685,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
8686,"I deleted the KSI diss track.....when I heard that he dissed himself....😂

I will be posting a Hurricane diss track this week. #HurricanFlorence #HurricaneFlorence2018 #monsterstorm #deadly #disstrack"
8687,"Is your home flooding?
Stay safe. Follow these steps.

Do NOT go into the attic w/o roof access.
If you must exit the home, go to the ROOF w water/supplies.
Put a bright color cloth on the highest point, so rescuers see you.

#SOS #NeedRescue #HurricaneFlorence2018 #Florence https://t.co/qQzlKk7lAs"
8688,"RT @IN_Task_Force_1: This fella almost required his own boat last evening. He was happy to be high and dry courtesy of Indiana Task Force 1, New Hanover Fire and the North Carolina National Guard. 👍🐕 #HurricaneFlorence2018 #FEMA @nhcpffa @NewHanoverCo https://t.co/pPXwkFgrOB"
8689,"RT @schachin: Do you know someone who can help with providing fuel, water, or food resources for rescuers/rescues in the flood areas? Fill out this form https://t.co/tanD2UuytN

Someone from @CS_rescue will contact them in the am. 

#HurricaneFlorence2018 #hurricaneFlorence #SOS #NeedRescue"
8690,"RT @TimABC11: UPDATE: More than 19,000 people in #WayneCounty #Goldsboro NC are without power. More than 60 roads have been shutdown. #HurricaneFlorence #HurricaneFlorence2018 #ABC11 https://t.co/zhQi5HwE7u"
8691,"RT @_andrewcarter: A woman (pictured) tells me that she and her people have brought out about a dozen dogs, with more to come on boats. There were about 18 stuck inside of a house, by themselves. They were heard barking and whimpering. #HurricaneFlorence2018 https://t.co/3L5gg1XtcI"
8692,"RT @_andrewcarter: This little guy was trapped under the stairs in a house, I’m told, in standing water. He’s been shivering but seems to be doing better now that he has a towel. #HurricaneFlorence2018 https://t.co/vzndu3XA1M"
8693,"RT @_andrewcarter: Meet Robert Simmons. Was stuck in his house since last night, when floodwaters began to rise in New Bern. A boat came and rescued him just now. He was sad to leave his father but left with his kitten hugging his neck. Cat’s name: Survivor, Simmons said. #HurricaneFlorence2018 https://t.co/vRR3lANDJe"
8694,"@TWCBreaking @cnnbrk @fema
@POTUS @NCGOP #FakeNews #HurricaneFlorence2018 #RussianHacking #RussianAsset #CNNFakeNews @CNNweather #HurricaneFlorence

#TheWeatherChannel and #CNN both reporting #Russians interference during rescue efforts https://t.co/GPjfihQOpE"
8695,"RT @_andrewcarter: This little guy was trapped under the stairs in a house, I’m told, in standing water. He’s been shivering but seems to be doing better now that he has a towel. #HurricaneFlorence2018 https://t.co/vzndu3XA1M"
8696,"RT @InfidelT_I_M: How can anyone continue to question #POTUS45 claims of #fakenews ? @CNN is a joke

#FakeNewsEverywhere #HurricaneFlorence2018 #NorthCarolina #MAGA https://t.co/kAtujhw81m"
